text,sentiment
اخه مسولین دزدان اقایان همچین ادمایی تو مملکت هستن اخه لعنتیا چرا از تجربه اینا استفاده LINK داره میگه بیشتر بیماریهای مازندران از این اب هست الهی خودتون سرطان معده بگیرین تا ببینین چقد این اب داره مازندران رو دچار سرطان معده میکنه,negative
تو دزدی مستقلن,negative
اقای پروفسور اونجا امریکاس و اینجا ایران که پر شده از یک مشت ادمهای اختلاس‌گر و آخوندهای فرصت طلب و زورگو و تا وقتی اینا هستن ایران ایران نخواهد_شد ایران ویران شده,negative
چی میگی تو واسه خودت کدوم فراونی کدوم وفور ایران نکبت گرفتتش,negative
@ NUM۴ _ttaranom_tehrani فراوان هست اگه واقعا درست و اصولی برنامه ریزی LINK فقط تو ایران باید کمبود اب باشه اگه مساله جهانی هست چرا کشورهای دیگه درگیر نیستن من پس نعمتهای خدا فراوانه و برای همه یکسان منتها ما از علمی که خدا برای بهره وری بهتر داده استفاده نمیکنیم همین شما بهتون بگن برو یه سیستم رو لوله کشی خونت بزار که اب هوشمندانه مصرف بشه اینکار رو LINK میخای معجزه بشه.,negative
کاش گوش شنوابی برای دلسوزیش بود,negative
این برنامه عالی بود,positive
مردم چکار میتونند بکنند. صرفه جویی رو که فکر کنم همه انجام بدن ولی این مشکل رو حل نمیکنه.,negative
وااای این پرفسور عالی بودن 🌴 🍀,positive
این بنده خدا چقدر حرص میخوره، بقیه بی تفاوت,negative
خدا رحم کنه,negative
کاش این مشکل اب همه جدی بگیرند نه اینکه فکر به ما مربوط نیست وهروز شستن اتومبیل حیاط واین روزها خونه تکونی باید نرخ استفاده از اب بالا باشه باید دولت تصمیم وبرخورد جدی داشته,negative
تو این مملکت هر کی دار دهنش بسته باشه، همه دوسش LINK فقط علی کریمی لنگ بود این روزنامه در پیت طرفدارش LINK,negative
دیگه کم کم مردان واقعی دارن خودشونوونشون میدن انشالله سرفراز باشن,negative
ندارن چون حرف راست و درست گفته و دست بعضی‌ها رو رو کرده ما که دوستش داریم,neutral
دوستش داریم ولی همچی رو نگفت,negative
هم دوستت داریم هم طرفدارتیم,positive
سلام برای پول ریختن به حساب شما. به پیچ LINK باید بریزیم ?,neutral
آموزشگاه هنرمندان راگا اگر میخواهید آموزش لاکچری موسیقی داشته_باشید با ماتماس بگیرید تلفن: NUM۸ تلگرام: NUM NUM۲ TAG مدیریت خانم رفیعی آدرس: میدان شهرری، ابتدای جاده قم، روبه روی پاساژ مهدی، مجتمع پدیده طبقه دوم، واحد NUM۳ TAG آموزش موسیقی موسیقی موسیقی ایرانی موسیقی جهانی موسیقی پاپ پیانو گیتار گیتار کلاسیک گیتار فلامنکو گیتار پاپ ویلون فلوت سنتور تار سه تار کمانچه تنبک دف تنبور نی موسیقی کودک بلز فلوت ریکوردر پیانو کودک تئوری موسیقی سلفژ آواز آهنگسازی,neutral
سلام خداقوت، شما دروغ نمیگید، دروغ تحویلتون میدن، بااین اتفاقات وکارایی که انجام میشه هیچ اعتمادی مردم نسبت به مسؤلان، دیگه ندارن واین داره همه رو اذیت میکنه لطفا بداد این مردم برسین، شادی ونشاط از مردم رفته و کمرنگ شده، کمی احساس مسؤلیت خوبه,negative
سلام برنامه بسیار عالیه,positive
امروز یکشنبه س,neutral
سلام برنامتون عالی هست,positive
اقای رشید پور لطفا در باره‌ی حذف امتحان ورودی نمونه وتیز هوشان در دورهی دبستان هم صحبت کنید و اینکه ایا صحت داره واز کی قابل اجرا هست ممنون,neutral
برنامه امروز یکشنبه عالی بود,positive
اقای رشیدپور عزیز و تمام زحمتکشان حالا خورشید همگی خدا قوت,positive
در مورد دریاچه ارومیه برنامه بسازید، ارومیه قابل تبدیل شدن به قطب گردشگریست.,neutral
سلام خسته نباشید,neutral
لطفا در مورد حیط زیست و برنامه ریزی جهت حفظ وبقای ان و همینطور اب این مایه‌ی حیات بیشتر برنامه بزارین... سپاس از شما هموطن دلسوز و همکاران گرامی,negative
براتون آرزوی موفقیت میکنم,positive
سلام آقای رشید پور. بخدا من خسته شدم از بس پیام دادم و شما حتی در مورد این موضوع حاضر نشدید رو آنتن حرف بزنید. اشتغال زایی مجتمع مس سرچشمه برای افراد بومی. الان پنج ساله تقریبا هزار نفر باز نشسته داشته ولی حاضر به استخدام نیروی بومی نیس و تمامی واحدهای آن از نیروهای غیر بومی استفاده میکنند و هر وقت در مورد کار بهشون مراجعه میکنیم میگن ما حق نداریم نیروی بومی بگیریم. آقای رشید پور تورو خدا از مدیر این مجتمع سهم بچه‌های رفسنجان را بگیرید,negative
سلام برنامه شما بینظیره، خدا را شکر که هستید، 👏 👍 👍 👌 👌,positive
با شما حتما همینطور خواهد_بود,neutral
"سلام آقای رشیدپور,حیف برنامه شمانیست , تموم شه,ازوقتی حالاخورشیدتموم شده دیگه صبح تلوزیون نمیبینم,منتظریم زودبیایید ,بیننده‌ی پروپاقرص تونم",negative
باز هم ایرانمان داغدار شد... باز هم یک شانه و کوهی از درد... این بار «دنا» میزبان داغ‌های این سرزمین بود... این بار آسمان، پس زد... و زمین، در آغوش کشید ‌... انگار قرار نیست لب هایمان لختی بخندد... انگار زاده شده_ایم که زجر بکشیم... انگار در تقدیرمان، رنگی به جز سیاهی نداشتیم... تقدیر لعنتی؛ نفس‌های عیدمان را در نطفه بریدی بی انصاف! کمی زود نبود؟! هنوز لباس عزای سانچی بر تنمان زار می‌زند... هنوز داغ کرمانشاه بر دلمان سنگینی می‌کند... ندیدی مگر؟! طاقت عزایی دیگر نبود... آخر این چه روزگاریست برایمان بریده‌ای و دوخته_ای خدایا...؟! اینجا سرزمینی ست برای جان دادن! بازهم (ایرانم تسلیت!) چه جمله‌ی تلخ و آشنایی...! می‌ترسم از روزی که به جای «ایران جاوید»، وطنم را به «گورستان امید» یاد کنند... ایرانم تسلیت,negative
اقای رشید پور خواهش میکنم این برنامه را ادامه دهید,neutral
هواپیما از رده خارجو دور نمیندازن.. اخرش میگن از رادار خارج شد افتاد,negative
ایران عقب مانده چرا در همه چیز پیشرفت هست ولی هواپیما... ‌.. ‌‌‌... باید سکوت کرد تا اتفاقایه دیگه هم بیفته.,negative
مرسی بابت برنامه خوبتون,positive
با سلام وخسته نباشید حضور جناب رشیدپور میخاستم اگه امکانپش هست دست مارو هم بگیرین بابت کمک به مدرسه‌ای در یکی از روستاهای محروم خراسان شمالی باتشکر وسپاس خضری NUM ۱۱ انجمن اولیا ومربیان مدرسه,negative
امروز ک بود هنوز هست ولی اخراشه,neutral
خسته شدیم از مرگ و میر تسلیت ی کاری کنید لطفا😢,negative
دولتی بندرعباس,neutral
سلام آقا رشید پور می‌خواستم تلفنی با شما صحبت کنم راهنمایی کنید لطفا,neutral
سلام آقای رشید پور عزیز، خواستم موردی رو باهاتون عنوان کنم، شاید بدردت جامعه بخوره، بنده مدتی هست که بخاطر شرایط بد اقتصادی مجبور به کار با یکی از تاکسی ی اینترنت شدم، نمیدونم از کجا بگم، فقط همینو بگم که تو این چند وقت NUM۲ درصد افرادی که سوار ماشین بنده میشن، نحوی در گیر مسائل اقتصادی هستن، خداروشکر شاهد میگیرم، که از دعوی خانوادگی تا خودفروشی و یا افسردگی شدید تو این مردم دیدم تا نارضایتی و احساس بیهودگی دید، نمیدونم کی باید جوابگوی این مردم باشه، حواشی که از شما دارم این موضع رو عنوان کنید، بخدا با پوستر و بنر و شعار که این روزها درو دیوار شهر رو پر کرده کار بجایی نمی‌بریم،,neutral
سلام آقای رشید پور، من NUM۲ سالمه، آقای رشید پور من زن میخوام,neutral
مهمونیاتون نزدیکه؟ از پلو و خورشتای تکراری خسته شدین؟ میدونی بهترین کار چیه؟ هم خودت کمترین زحمت رو میکشی، هم مهمونات رو سورپرایز میکنی هم خیالت بابت طعم غذا راحته چون به تجربه ما اطمینان کردی! تازه واسه تولدا هم که این ایده معرکست چون دیگه دوره زیاد غذا خوردن گذشته، با چیزای کوچیک خوش طعم هم سفره‌تون رنگین‌تر میشه هم کسی به بهونه رژیم نمیگه من هیچی نمیخورم 🤣 خلاصه ما اومدیم که کمکتون باشیم تو مهمونیاتون کلی فینگرفود خوشمزه و کلی دسر شیک و باکلاس داریم واسه اونایی که رژیم دارن هم انواع شات سالاد داریم قیمت؟ عالییی!! ازین پایینتر نمیشه فعلا تو جشنواره‌ایم، قبل از عید همه سفارشامون با کمترین سود هستن پس به یه بار امتحان کردنش می‌ارزه راستی غذاهای کیلویی هم داریم درضمن ما NUM۱ تا شعبه داریم، هم تهران، هم کرج هم اصفهان فقط یادت باشه NUM۱ روز جلوتر باید سفارشت رو ثبت کنی اگه قیمتها و عکسای بیشتر میخوای به تلگراممون یه پیام بده,neutral
ای کاش بجای عکس یک بار میامدید گلوگاه اتوبان گرمدره کرج تهران درک میکردید مردم کرج چه می‌کشند کاری که با پهن شدن اتوبان در این منطقه خیلی راحت حل میشود آقایان لطفا تشریف بیاورید خودتان فیلمبرداری و گزارش تهیه فرمایید,negative
کیر خر تو مادر همه بسیجی‌های زنازاده.. ریدم به قبرخمینی زنازاده حشری بنیان گذار جاکش سلسله کس کشی اسلامی اخوندی... کس مادر همه مومنین... ریدم تو دهن اول امام قرمساقتون تا اون کس کش تخیلی ته چاه مستراب,negative
خانوما عکس پاتونو بفرستین دایرکتم به اسم خودتون بزارم تو پیجم عکس پاهای خودمم هست,neutral
کلش اف کلنز لول بالا کی داره بیاد دایرکت,neutral
رشید پور ریدم پس کلت که با برنامه هقت که درست کردی بازی بارسلونا و کلی از بازیهای فوتبال پخش نشد,negative
ای خاک تو سرت,negative
یه جا ببینمت کونت پارست,negative
سلام آقا رضا، نمیدونم صفحه خودت هست یا نه، ولی اگه صفحه خودته باید بگم که عاشقت بودم، خودم سر کار اول تلویزیون روشن میکردم برای حالا خورشید، بعدش لامپ و بخاری و کامپیوتر و... و توی لابی هم. گفته_بودم اول صبح فقط حالا خورشید، ولی کار کردی که نه دیگه رغبتی به تماشا کردن حالا خورشید دارم و لابی رو هم ممنوع کردم. اصلا دیگه برنامه‌ای که مجری اون باشی برام جذبه‌ای نداره. شما رو بعنوان مجری مردم دار قبول داشتم. لعنت به اصولگرا و اصلاح طلب هر دوتاشون. لااقل حالا خورشید رو برای مردم باقی میزاشتین,neutral
خاکتوسرت رشید پور,negative
پاچه خوار روحانی,negative
رشید پور حیا کن؛ تلویزیون رو رها کن,negative
مجری‌های وابسته به رشید پور هم خوب پاچه خواری کردند👏 👏 👏 👏,negative
فکنم اگر شهدا دلقک بودن... پس مدر رشید پور هم رفته جبهه نه برای جنگ بلکه رفته بوده برای دلقک بازی یه گلوله خوروه..,negative
رشیدپور دلقک...,negative
برای خودم متاسفم که پیج برنامه آدم دلقک و بی ادبی مثل رشید پور را فالو LINK خورای روحانی! برای یه لقمه نونی که مثل سگ بندازه جلوتون هر ادایی را درمیاری و خوش رقصی میکنی LINK روی یه پاشنه نمیچرخه دلقک دربار اشراف زاده‌ها! دوباره حذف میشی,negative
وقتی آش زیاد شور بشه از خوردن میوفته نباید با یه نه گفتن و نپدیرفتن اجرای اختتامیه هیچکدوم از این حاشیه‌ها به وجود نمی‌اومد حالا شما بگو از نهاد ریاست جمهوری هم حتی اصرار کرده باشن. آخرش شما باید تصمیم میگرفتی...,negative
رشید پور گرامی دستت درد نکنه خوب حال این پاچه خوار رو گرفتی، ایول این ساندیس خور اعظم همیشه از آخور رژیم داره میخوره,positive
اجرات افتضاح بود رشید پور ضایع هم ک شدی ان شاالله قیافتو نبینینیم دیگه پاچه خوار روحانی,negative
خدا لعنتت کنه رشید پور,negative
انشاالله اون نونی که ازطریق چاپلوسی و پایمال کردن خون شهدا به دست میاری توی خون بزنی وبخوری,negative
انشالله درد بی درمون بگیری,negative
انشالله خانوادت داغدارت بشن که اشک خانواده شهدا رو بامزخرفاتت درآوردی,negative
انشالله این دفعه به جای فیلم بازی کردن و ادای سکته از خودت درآوردن واقعا سکته کنی و به فلاکت بیفتی,negative
فک کردی مردم هم مث خودت نفهمن اون روزی که خودت رو به سکته زدی کی مهمون برنامه LINK آقای جاسمی زرگانی مخترع خودرو آب سوز که اگه تو رشید پور خائن بهش پر وبال میدادی انقلابی در صنعت خودرو آغاز میشد بنده کانال تلگرامش رو دنبال میکنم. به نظرتون برای چی باید وسط اون برنامه رشید پور خودشو به سکته بزنه و دیگه برنامه اجرا نشه تا آبها از آسیاب بیفته وبعدازاون هم دیگه اسمی از برنامه نیمه تمام آقای جاسمی برده نشه,negative
چرا اون موقع گفتن رشید پور نیست نمیشه برنامه رو پخش کرد ولی الان ده روزه که نیست ولی پخش میشه,negative
اینه لینکهای کانال خودرو آب سوزهabsoozوabsoooz,neutral
آقای رشید پور حالا خورشید کی شروع میشه؟,neutral
مجری وابسته به حسن😁 😁 😁 😁 😁,positive
لعنت به هرچی منفعت طلبه,negative
برنامتون کی اغاز میشه دوباره پس؟,neutral
زود بیایید از ذهنا نرید,neutral
درود بر رشیدپور عزیز,positive
تورابقران دیگه برنامتون پخش نکنید خیلی مزخرفه حالم به هم میخوره از برنامه ومجریاش,negative
خدا رو شکر برنامتون ریده شد توش زفت,negative
حال امد بهم میخوره از قیافتون و برنامتون,negative
حال ادم گرفته میشه صبح اول وقتی,negative
رشیدپور متملق و پاچه خوار. اوووق,negative
میبینید اقای رشید پور کسی برای شما تره هم خرد نمیکنه.. ای کاش از اول با مردم بودی.. ببین این مردم شامل اون کارگردان پاچه خوار نمیشن... سیاست خیلی کثیف‌تر از طرز فکر پاک شماست,negative
رشیدپور عشقی دوست داریم همه دوست دارن کارت NUM۲ ته انشاا همیشه موفق باشی وحتما شمارو تو برنامه حالا خورشید خواهی_دید 😘 😘 😘 😘 😘 👍,positive
اقای رشید پور عالین اگه مسیولین نظر مردم براشون کوچکترین ارزشی داره نباید اقای رشیدپورو کنار بذارن,positive
خداروشکر بلاخره گورتو گم کردی لیبراله پست,negative
تو این مملکت همه دارن نون جاپلوسیشون می‌خورن حالا گیرتون یه رشیدپوره ا ون حاتمی کیا با اون فیلمای مسخرش که فقط دست نویس اقایونه رو چرا نمی‌گید جوونای مارو بخاطر لبنان وسوریه ای‌های بی شرف به کشتن می‌دن پول وثروت مملکت رو به حلق عربای اشعال می‌ریزن و نردم ما از گرسنگی باید سب تا صبح تو اشعالها بگردن اسمشم می‌ذارن مدافعان حرم همون حرم بخوره تو فرق سرشون از بالا تا پایین,negative
چندبار راجب مهندس مجری ذیصلاح وزلزله ومفاد قانونی مجری ورانتهای جلوگیری از اجرایی شدن اون و منفعت مردم د. اجرای این قانون گفتم ولی شما هیچ توجهی نکردین,negative
اقای رشید پور صبح تا شب توی تمام برنامه‌های شبکه‌های میلی داره در باره همچی صحبت میشه خداییش چقدش سرانجام داشت تا کی دروغ تا کی ریا درود به شرف کسی تو این شبکه‌ها به خاطر چندر غاز مملکتوش نمیفروشه و اخرتش نابود نمیکنه همانطور که امام حسین فرمودند پسترین وبدبخترین ادمها انهای هستند که اخرتشون به خاطر دنیای دیگران نابود میکنند اگه شما جز اون دسته نیستی این متن رو بخون لطفا,negative
دلم براتون بی نهایت تنگ میشه. هر روز صبح به عشق دیدن برنامه شما بیدار میشم. شب اخر وقت شبکه رو رو شبکه NUM۱ تنظیم میکنم که صبح‌ها زمانی که تلوزیون رو روشن میکنم حتی چند دقیقه از برنامه شما رو از دست ندم یکوقتی. شما دوستهای بینظیر من مثل این دولت و آخوندهای عرب نیستین که خوشی رو به مردم حروم کردن و نمیخوان مردم لذت ببرن و میخوان ایرانی‌ها همش در غم و غصه و درد و ناراحتی باشن.. چون اگر ما مردم ایران شاد و سرحال باشیم ریشه این آخوندهای عرب رو میکنیم و این عربها جاشون توی مملکت ایرانی‌ها نیست,positive
سلام. امیدوارم خیلی زود دوباره حالا خورشید پخش بشه واقعا برنامتون بی نظیره زود برگردید,positive
البته برنامه با حضور اقای رشیدپور واقای پرویز نشاط که خیلی عالیه,positive
سلام تورو خدا اقای رشید پور زودتر برگردین حالا خورشید دوباره شروع کنید. همراه همکاران خوبتون و مخصوصا اقای نشاط عزیز,positive
کی انشاالله میآید,neutral
درضمن من از اول اجرا تون در تلوزیون. دنبال میکردم. خیلی دوست داشتم. اجرا ی شمارا اقای رشیدپور بزرگوار,positive
واقعا. خسته نباشید. اقا رشیدپور. با برنامه‌های خوبتون. چشم انتظار برگشتن شماهستم,positive
اگ این برنامه دیگ پخش نشه صداسیمارومیکنم حمام خون,negative
لطفا زود برگردید حیف که این برنامه ادامه نداشته_باشد منتظر شما عزیزان هستیم,neutral
خداییش اون پیر شده، شما ماشالله خوش تیپ,neutral
چرا رفتی چرا رفتی من بی قرارم 😭 😭 😭,negative
چرا رفتین با این برنامه خوبتون لطفا زود بر گردید,negative
آرزوی سعادت وسلامت برای بچه‌های حالاخورشید,positive
واقعا خسته نباشید عزیزان حال خورشید، آرزوی سلامتی براتون داریم و منتظرتون هستیم که زودتر برگردید 🙏 🙏 🙏,positive
باقالی شویی یوسف آباد ب استقبال نوروز NUM۲ بروید، تلفنها در NUM۳ ثبت شده,neutral
آقای رشیر پور عزیز روزها را میشماریم تا دوباره آرم حالا خورشید را در ساعت NUM۱ شبکه NUM۱ ببینیم به امید آن روز 👍 👍 👍 👍 👍,positive
با تموم شدن برنامتون. منکه دیگه صبحها تلویزیون رو روشن نمیکنم 😕 😭 😭 انگیزه سحرخیزی رو ازمون گرفتین 😭 😭,negative
سلام خواهش میکنم هرچی زورتر برگردین دلمون تنگ میشه برنامه تون عالیه,positive
سلام تورو خدا زود بیاید... من صبح‌ها خیلی با برنامه شما شاد میشدم وانرژی میگرفتم,positive
ایول رشید پور خیلی باحالی,positive
اقای رشید پور نری شرکت بزنی دیگه نیای حالا خورشیدا؟؟؟!!!,positive
برنامه هاعالی بود خسته نباشید,positive
خیلی ناراحت شدم چرا قطع کردین صبحها دخترمو میخاستم بفرستم مدرسه با برنامه قشنگتون روزمو شروع میکردم,negative
ایشاله زود برگردین,neutral
اون تیتراژ اولتون همه رو شاداب میکرد,positive
اقا عجب قولی گرفتی از روحانی رو اونم دیگه نمیشه حساب کرد,negative
سلام صبحتون بخیر,neutral
اخه اقای رشید پور این جلیقه‌ها رو از کجا می‌گیری خیلی خوشرنگن والبته برازنده خودتون,positive
انشاالله تاچندروزدیگه باانرژی حالاحورشید روشروع کنین,positive
آخی حیف توروخدا زودتر بیایین,negative
بگذار تا بگریم چون ابر در بهاران،، کز سنگ ناله خیزد روز وداع یاران😢 😢 دلم بردی حالا خورشید تنگ شده😭 😭 😭 😭 😭,negative
سلام منتظر همگی هستیم آرزوی بهترینها رو دارم ☘️,positive
عالی 😍 😍 😍 😍 😍 😍,positive
دوستان عزیزم بیان صفحه‌ی پیجم ممنون میشم 😍 😍 😍 😍 😍 😍 😍 😍 🤗🤗,neutral
همیشه موفق باشین منتظر برنامه پر محتواتون هستیم,positive
دلمون واسه برنامه زیباتون تنگ میشه,negative
سلام اقای رشید پور چرا مردم ایران وازیت میکنید ما شمارو میخواییم. هیچکس نمیتونه جای شمارو پرکنه شما تکرار نشدنی هستید دیشب روی ماه شمارودر برنامه زنده دیدیم روحیه گرفتیم,negative
کانال👌 👌 تلگرام، هرکی خواست لینک بیو,neutral
ما اقای رشید پورو میخوایم شما از هر لحاظ نمونه‌اید اخلاق رفتار معلومات مهربون هرچی ازبزرگیتون بگم کم گفتم شما عشقید خدا شما رو برای این ملت وخانواده بزرگوارتون نگه داره,positive
اقای رشید پور عزیز به اقای هاشمی وزیر بهداشت بگید که ملت ای ان خیلی دوسش دارن یم انسان کامل ودلسوز برای ملت ایران است وخیلی زحمتکش الهی خداوند هیشه نگه دارش باشه,positive
‏رضا رشیدپور اگه دوشنبه‌ها نود رو هم اجرا کنه تقریبا تو NUM۲ درصد برنامه‌ها هست. یواش یواش دیگه باید بگیم رضاوسیما پوریا عباسی,positive
رشیدپور فراستی رو بیار هفت,neutral
راجب حذف مجری ذیصلاح و ودرگیری‌های نظام مهندسی با وزیر راه وشهر سازی و دود این لجبازی که به چشم مصرف کنندگان مسکن و مهندسین میره تحقیق کنیین,negative
گوه میخوری درباره مدیری حرف میزنی,negative
تو خودت پسر شهیدی سرت تو اخوره,negative
چرا از تظاهرات حرف نزدی کسگم از ترس کونته کسگم,negative
امروز بدون حالا خورشید حالمون گرفته_شد,negative
ممنون.. انشااله با دست پر وبا انرژی تشریف بیاورید.. سلام به آقای نشاط برسانید... برنامه تکرار نداره؟؟؟,positive
سلام رضاجان ماچکارکنیم بااین دل تنگی بدجورعادت کردیم بابرنامه شما,negative
انشاا.. استراحتی کتید وبا انرژی مضاعف ببینیمتون، هرچند این مدت ندیدن برنامه تحملی سخت.,positive
سلام بزرگوار امیدوارم همیشه سلامت باشید امروز واقعا نبودنتون دلتنگی به همراه داشت ازتون میخوایم زودتر با برنامه‌های خوب و لب خندونتون برگردید,negative
سلام آقای رشیدپورعزیز خسته نباشین انشالله هرچه زودتر برنامه تونوشروع کنین,negative
خدانگهدارتان,positive
تو ایران کمتر برنامه‌ای رو نگاه LINK همیشه برنامه شمارو دنبال LINK پر بار برگردید,neutral
آقای رشیدپور خیلی دلمون تنگ شما وبرنامه تو، ن میشه زود برگردید,negative
با عرض ادب واحترام خدمت سروران گرامی برنامه حالا خورشید مخصوصا اقای رشید پور عزیز. خدای تا برنامه دیگه شما من خودم به شخصه تلویزیون ایران رو نگاه نمیکنم 😔 لطفا زودتر برنامه جدیدتون رو شروع کنید. با تشکر فروان💖 💖 💖 💖 💖 💖 💖 💖,neutral
اه چرا انقدر زود تموم شد؟؟؟,negative
آقای رشید پور امکان داره تکرارش پخش بشه ما بعضی از قستمت هاش وقت نشده ببینم لطفا تکرارش کنید,neutral
واقعا جاتون خالیه 😔 😔,negative
اخه چی بگم بهت رشیدپوربانشاط امروزتلوزیونوروشن کردم چقدهم منتظرشدم اصلایادم نبودمنتظرتونم زودگلرخداقوت تیم خورشید,negative
خیلی حیف شد انشااله بزودی برگردین,negative
سلام امروز خیلی کسل شدم بدونه حالا خورشید,negative
دیگه نمیذارن بیای!,negative
امروز حاله ما رو خیلی گرفتی این رسمی نیست,negative
خیلی حالمون گرفته شده اصلا اول صبح برنامه شما به من شور ونشاط و انگیزه میداد امروز همه چیز بی معنی بود,negative
امیدوارم زود زود برگردین,neutral
خدا قوت، ممنون از برنامه عالیتون.,positive
بامید دیدار موفق باشید,positive
حالا منو مامانیم صبح صبح از کجا انرژی بگیرم... دلمون تنگ میشه... زود برگردین,negative
خدا قوت میگم بهتون... خیلی کارتون درسته اقای رشید پور... یعنی مگه داریم بهتر از شما... چقدر خوبه که واقعا جسارت اینو دارین که همه‌ی حرفاتون را به راحتی میزنین. و از حق مردم دفاع میکنید.. و هز هیچ کس نمیترسین... به جرات میگم برنامه شما بهترین برنامه تلوزیونی... خیلی دلم تنگ میشه برای برنامتون... زود برگردین,positive
به امید دیدار در زمانی نزدیک,positive
موفق باشین به امید دیدار👏 👏 👏 👏 👏 👏 👏 👏 👏,positive
موقعه خداحافظی، به خدا سپردمت، پشت سرت آب ریختم و بری و برگردی. با رفتنت دلهامونو افسردی، بی تو درد دلم را پیش کی باز کنم،؛ چشم به راهت میشینم که زود زود برگردی. خواهش میکنم دلنوشته‌ام بخونید چون با تمام وجودم براتون نوشتم. عزیز دلم تو پسر ارشد همه‌ی ما ایرانیانی💎 💎 💎 💎 💎 💎 💎 💎 💎 💎 💎 💎 💎 💎 💎 💎 💎 💎 💎 💎 💎 💎 💎 💎 💎 💎 💎 💎 💎 💎,negative
درود بر شما و گروه خوبتون جناب رشید پور,positive
بت‌ترین چهارشنبه عمرم,negative
چرا رفتی رضا جان,negative
امروز تو کانالا سر گردون بودیم جاتون سبز بود,negative
صبحها جاتون توی قاب تلویزیون خیلی خالیه زودتر بیاین لطفا,negative
خیلی جاتون خالیه تورو خدا زودتر برگردین,negative
لطفا زوده زودبرگردین برنامه شماامیدمردم ایران هست کسی مثل شماهست که حرف دل مردموپیزنه,neutral
برنامه تون عالیه... حرف نداره👌 سپاسگزارم از آقای رشیدپور' همشهری خودممم👏 👏 👏 👏 😍 😍 یاشاسین آذربایجان😉 👏 👏 👏 منتظریم زود برگردین... 👌,positive
👗 شیک‌ترین شومیزها را از ما بخواهید👗 💰 قیمت‌ها را مقایسه کنید و بعد خرید کنید💰 😍 به پیج ما سر بزنید😍,neutral
کجایی دقیقا کجایی,neutral
سلام ممنون ازبرنامه خوبتون ازاقای رشیدپور وهمکارانش سپاسگزارم منتظرتون هستیم زودتر برگرددید,positive
امروز صبح خیلی بد بود 😢 😢,negative
لطفآ پرویز نشاط و اون همکارش رو نیارید خیلی بیربطه و بد LINK خودت آقای رشیدپور,negative
آقای رشیدپور زودتر برگردید لطفآ,negative
ایشاالله زودبرمیگردن. بنده خدا خیلی کارش فشرده بود باید یه استراحتی بکنه. آقای رشیدپوربهت افتخارمیکنیم به قول ماکردها خوشاله دالگت (خوش به حال مادرت) ❤❤❤,positive
سلام خدمت تمامی عوامل حالا خورشید و خسته نباشد. امیدوارم هرچه سریعتر با محتوای بیشتر برگردید,neutral
خدا پشت و پناه همگیتون ♡ لطفا زود برگردین,positive
برواستراحت کن انشاالله وقتی برمیگردی همه چی درست شده باشه کشورجهان اولی بشیم... همه خوشحال وخندان باشیم. 😅 😄 😃 🤣😂 😂 😁 😀 😆 😉,positive
اقای رسید پور نه اونکه برای روحانی کسیه کشی میکردی نه با این انتقاد تون از روحانی؟؟؟ روزی باید جواب نادانی ات را بده‌ای اقای روشن فکر؟؟ مثل شما‌ها ملت و کشور را نابود کردن؟؟ چرا سوال نمیکنید برجام چه دست اوردی برای ملت ایران داشت؟؟ این همه فقر بدبختی ملت را نمیبینی کور شدی؟؟؟,negative
آقای رشید پور هر زور به عشق تو زود بیدار میشودیم الان باید به عشق کی بیدار بشششیمم😢 😢 😢 😭 😭 😭 😭 😭 😭,negative
چرا رفتین اخه حالا خورشیدی‌های عزیزم.,negative
سلام... انشاالله... 🌹 🌹 🌹,positive
سلام زود برگردید... صبح با برنامه شما حال وهوای دیگری دارد,positive
سلام و صبح شما بخیر 🌞 زود برگردید منتظریم,positive
صدا و سیما فقط حالا خورشید,neutral
امروز نبودین ی چی کم بود انگار زود برگردین,negative
ان شاالله برنگردین😂,positive
ای حامیان فریب ودروغ,negative
ایشالا هر چه زودتر برگردین,positive
آقای رشیدپور جواب بدین تورو خدا دیگه,negative
یادتونه نابغه سازی کردید وبا مافیای خودروسازی همکاری کردید، خودروی دروغین آبسوزیادتونه.. دروغ ابتکار چی؟ خلاصه حیف وقت مردم,negative
اگر LINK آخری‌ها کمی حرف دل مردم رو LINK که شما کانال صفر هستید,neutral
جمع کنید برید دیگه بر نگردید,negative
ایشالا که همیشه سلامت وموفق LINK زودتر باتندرستی ودل خوش LINK هستیم,positive
امروز نیستید انگار یه چیزی کم داریم,negative
ان شالله تنتون سالم ولبتون خندون باشه 🌺 🌺,positive
بامید خدا اینقدر پیام ندید بسلامت,positive
اشکمون رو در آوردین زود برگردین,negative
چرا تا یه برنامه‌ی خوب رو میبینیم، زود تموم میشه؟!,negative
واقعا امروز صبح انگار یه چیزی گم کردم... زود برگردید,negative
اقای رشید پور انشاالله که برنامه را ادامه بد هید چون من بدون برنامه شما کمتر به برنامه‌های دیگر علاقه نشان میدهم,neutral
خیلی روز خوبیه امروز ولی بودن شما خوبترش می‌کرد!!! امروز دلخوشی ما زود بر گردید صدا سیما بدون شما بی مزس,negative
خدا قوت به تیم حالا خورشید... به امید دیدارتون در قاب تلویزیون جناب رشیدپور و جناب نشاط,positive
انشاالله تنتون سالم به امید دیدار اقای رشید پور وجناب نشاط خدا قوت,positive
یاشاسین آقای رشیدپور ❤❤❤,positive
